(~G <=> I) & (~G <=> I) & (~E <=> ~G) & (~E <=> ~G) & (~G <=> I) & (~E <=> ~G) . What is ~G ?	(~G <=> I) & (~E <=> ~G) . What is ~G ?	(~G <=> I) & (~E <=> ~G)	Unknown HELP!
(H <=> ~I) & (~D | E) & (~I & ~D) & ~H & ~H & (H <=> ~I) & ~H & (~I & ~D) & (~I & ~D) . What is ~J ?	(H <=> ~I) & (~D | E) & (~I & ~D) & ~H . What is ~J ?	(H <=> ~I) & (~D | E) & (~I & ~D) & ~H	Contradictory
B & B . What is B ?	B . What is B ?	B	True
(H & B) & (H & B) & (H & B) . What is ~B ?	(H & B) . What is ~B ?	(H & B)	False
I . What is I ?	I . What is I ?	I	True
~I & ~I . What is J ?	~I . What is J ?	~I	Unknown HELP!
C & C . What is ~C ?	C . What is ~C ?	C	False
(~A ^ C) & (F & ~D) & (~A ^ C) & (~D | ~A) & (~D | ~A) & (~A ^ C) & J & (J | ~I) & J & (J | ~I) & (J | ~I) & J . What is ~D ?	(~A ^ C) & (F & ~D) & (~D | ~A) & J & (J | ~I) . What is ~D ?	(~A ^ C) & (F & ~D) & (~D | ~A) & J & (J | ~I)	True
~I . What is I ?	~I . What is I ?	~I	False
(~G ^ ~H) & (F & ~B) & (F & ~B) & (F & ~B) & (~H ==> D) & (~G ^ ~H) & B & (~H ==> D) & (~H ==> D) . What is G ?	(~G ^ ~H) & (F & ~B) & (~H ==> D) & B . What is G ?	(~G ^ ~H) & (F & ~B) & (~H ==> D) & B	Contradictory
(~F & G) & (J <=> ~F) & (~F & G) & ~B & (~I ==> C) & (~F & G) & ~B & (~I ==> C) & (J <=> ~F) & ~B & (J <=> ~F) . What is F ?	(~F & G) & (J <=> ~F) & ~B & (~I ==> C) . What is F ?	(~F & G) & (J <=> ~F) & ~B & (~I ==> C)	False
~G & (~F & ~H) & ~G & (~H | E) & (~F & ~H) & (~H | E) & (~H | E) & (~J <=> C) & (~J <=> C) & (~J <=> C) . What is F ?	~G & (~F & ~H) & (~H | E) & (~J <=> C) . What is F ?	~G & (~F & ~H) & (~H | E) & (~J <=> C)	False
(~C & I) & (I ==> ~B) & (~C & I) & (~H & A) & (~B <=> F) & ~H & (~B <=> F) & (~C & I) & (~H & A) & (~H & A) . What is ~I ?	(~C & I) & (I ==> ~B) & (~H & A) & (~B <=> F) & ~H . What is ~I ?	(~C & I) & (I ==> ~B) & (~H & A) & (~B <=> F) & ~H	False
(G ^ ~B) & (G ^ ~B) & (~J ^ A) & (~E ==> ~J) & (A | D) & (~J ^ A) & (~E ==> ~J) & (A | D) & ~E & (G ^ ~B) & (A | D) & (~E ==> ~J) & G & G & G . What is D ?	(G ^ ~B) & (~J ^ A) & (~E ==> ~J) & (A | D) & ~E & G . What is D ?	(G ^ ~B) & (~J ^ A) & (~E ==> ~J) & (A | D) & ~E & G	True
F & F . What is ~F ?	F . What is ~F ?	F	False
~D & ~D & ~D . What is D ?	~D . What is D ?	~D	False
(~D ==> A) & (A ^ ~H) & (A ^ ~H) & J & ~H & (A ^ ~H) & ~H & (~B & J) & J . What is H ?	(~D ==> A) & (A ^ ~H) & J & ~H & (~B & J) . What is H ?	(~D ==> A) & (A ^ ~H) & J & ~H & (~B & J)	False
F & F & F . What is F ?	F . What is F ?	F	True
(~G ^ ~B) & (C & ~G) & (~G ^ ~B) & (~B ==> ~J) & ~A & (C & ~G) & ~A & (E & ~A) & (E & ~A) . What is G ?	(~G ^ ~B) & (C & ~G) & (~B ==> ~J) & ~A & (E & ~A) . What is G ?	(~G ^ ~B) & (C & ~G) & (~B ==> ~J) & ~A & (E & ~A)	False
~C & ~C . What is ~C ?	~C . What is ~C ?	~C	True
~J & ~J & ~J . What is ~J ?	~J . What is ~J ?	~J	True
D & (~F & ~H) & (~H & ~C) & D & D & ~H & (J ==> ~D) & (~H & ~C) & (~F & ~H) & (~C & E) & (J ==> ~D) . What is C ?	D & (~F & ~H) & (~H & ~C) & ~H & (J ==> ~D) & (~C & E) . What is C ?	D & (~F & ~H) & (~H & ~C) & ~H & (J ==> ~D) & (~C & E)	False
F & F . What is F ?	F . What is F ?	F	True
(I | ~A) & (I | ~A) & A & (I | ~A) . What is A ?	(I | ~A) & A . What is A ?	(I | ~A) & A	True
F & F & F . What is F ?	F . What is F ?	F	True
(E & ~A) & ~C & (F ^ ~B) & (J ==> F) & (J ==> F) & (J ==> F) & (F ^ ~B) & ~C & ~C . What is J ?	(E & ~A) & ~C & (F ^ ~B) & (J ==> F) . What is J ?	(E & ~A) & ~C & (F ^ ~B) & (J ==> F)	Unknown HELP!
(F | A) & ~D & (~I ==> F) & (~I ==> F) & (F | A) & (~I ==> F) & (F | A) . What is D ?	(F | A) & ~D & (~I ==> F) . What is D ?	(F | A) & ~D & (~I ==> F)	False
(~F ==> ~H) & ~F & ~F & (~F ==> ~H) & ~F . What is ~H ?	(~F ==> ~H) & ~F . What is ~H ?	(~F ==> ~H) & ~F	True
(F <=> ~I) & (F <=> ~I) & D & (~I | ~D) & (F <=> ~I) . What is ~F ?	(F <=> ~I) & D & (~I | ~D) . What is ~F ?	(F <=> ~I) & D & (~I | ~D)	False
(G <=> C) & (~B <=> I) & (~B <=> I) & ~J & ~G & ~G & ~G & (~B <=> I) . What is ~J ?	(G <=> C) & (~B <=> I) & ~J & ~G . What is ~J ?	(G <=> C) & (~B <=> I) & ~J & ~G	True
(A & I) & (I <=> ~D) & (~C & ~E) & (~C & ~E) & (A & I) & ~J . What is A ?	(A & I) & (I <=> ~D) & (~C & ~E) & ~J . What is A ?	(A & I) & (I <=> ~D) & (~C & ~E) & ~J	True
(~G & I) & (~G & I) & (E & ~B) & (E & ~B) & E & (I ^ C) & (I ^ C) & (~G & I) & (I ^ C) & E . What is G ?	(~G & I) & (E & ~B) & E & (I ^ C) . What is G ?	(~G & I) & (E & ~B) & E & (I ^ C)	False
~I & (~I ^ J) & (~I ^ J) & (~C & F) & (~C & F) & (F ^ ~I) & (F ^ ~I) & ~I . What is ~J ?	~I & (~I ^ J) & (~C & F) & (F ^ ~I) . What is ~J ?	~I & (~I ^ J) & (~C & F) & (F ^ ~I)	Contradictory
~F & ~F . What is ~F ?	~F . What is ~F ?	~F	True
(I & ~G) & (I & ~G) & ~F & ~F & (I & ~G) & (F ==> ~B) & ~F . What is G ?	(I & ~G) & ~F & (F ==> ~B) . What is G ?	(I & ~G) & ~F & (F ==> ~B)	False
~H & ~G & (A & B) & (A & B) & (A & B) & (E | ~H) & ~H & ~G & ~H & ~G . What is A ?	~H & ~G & (A & B) & (E | ~H) . What is A ?	~H & ~G & (A & B) & (E | ~H)	True
~J & (H ^ ~C) & ~D & ~J & ~J & ~D & (~G ==> F) . What is ~D ?	~J & (H ^ ~C) & ~D & (~G ==> F) . What is ~D ?	~J & (H ^ ~C) & ~D & (~G ==> F)	True
~E . What is ~E ?	~E . What is ~E ?	~E	True
~J & ~J & ~J . What is ~J ?	~J . What is ~J ?	~J	True
B & (~G <=> ~B) & (~H ==> ~E) & (~E ^ ~G) & (~H ==> ~E) & (~G <=> ~B) . What is E ?	B & (~G <=> ~B) & (~H ==> ~E) & (~E ^ ~G) . What is E ?	B & (~G <=> ~B) & (~H ==> ~E) & (~E ^ ~G)	False
(~A ^ ~D) & B & (~A ^ ~D) & B & B . What is ~B ?	(~A ^ ~D) & B . What is ~B ?	(~A ^ ~D) & B	False
E & E & E . What is ~E ?	E . What is ~E ?	E	False
~H & (~B & H) & ~H & ~H . What is H ?	~H & (~B & H) . What is H ?	~H & (~B & H)	Contradictory
(~F & ~E) . What is ~E ?	(~F & ~E) . What is ~E ?	(~F & ~E)	True
(~H & F) & (D ^ J) & ~D & (C ^ ~I) & (J <=> ~H) & I & ~D & (~H & F) & (J <=> ~H) & (~H & F) & I & (J <=> ~H) . What is J ?	(~H & F) & (D ^ J) & ~D & (C ^ ~I) & (J <=> ~H) & I . What is J ?	(~H & F) & (D ^ J) & ~D & (C ^ ~I) & (J <=> ~H) & I	True
(~G | ~E) & (~E | ~F) & (~G | ~E) & F & (~E | ~F) & (~G | ~E) & F & F . What is ~F ?	(~G | ~E) & (~E | ~F) & F . What is ~F ?	(~G | ~E) & (~E | ~F) & F	False
(~I <=> ~D) & (A ^ ~E) & (~D | ~G) & (~G ^ ~F) & F & F & (~G ^ ~F) & F & E & E . What is ~F ?	(~I <=> ~D) & (A ^ ~E) & (~D | ~G) & (~G ^ ~F) & F & E . What is ~F ?	(~I <=> ~D) & (A ^ ~E) & (~D | ~G) & (~G ^ ~F) & F & E	False
(~E <=> ~I) & (~J ==> C) & E & E & J & J . What is J ?	(~E <=> ~I) & (~J ==> C) & E & J . What is J ?	(~E <=> ~I) & (~J ==> C) & E & J	True
(A & ~E) & (A & ~E) . What is E ?	(A & ~E) . What is E ?	(A & ~E)	False
(F & E) & D & D & (F & E) & D & (E ==> D) . What is F ?	(F & E) & D & (E ==> D) . What is F ?	(F & E) & D & (E ==> D)	True
~I & ~I . What is I ?	~I . What is I ?	~I	False
(~J <=> ~F) & ~J & (~J <=> ~F) & (~I ^ ~J) & (~J <=> ~F) & ~J & (~I ^ ~J) & (~I ^ ~J) & ~J . What is ~I ?	(~J <=> ~F) & ~J & (~I ^ ~J) . What is ~I ?	(~J <=> ~F) & ~J & (~I ^ ~J)	False
~E & ~E & (~E ==> I) & (J | ~H) & H & ~E & (~H | ~A) . What is ~A ?	~E & (~E ==> I) & (J | ~H) & H & (~H | ~A) . What is ~A ?	~E & (~E ==> I) & (J | ~H) & H & (~H | ~A)	True
H & H & H . What is H ?	H . What is H ?	H	True
(C & E) & (J ^ C) & (C & E) . What is E ?	(C & E) & (J ^ C) . What is E ?	(C & E) & (J ^ C)	True
E & E & (G ^ ~I) & (G ^ ~I) & (~I & E) & (~I & E) & (D | G) & E & (D | G) & (D | G) . What is G ?	E & (G ^ ~I) & (~I & E) & (D | G) . What is G ?	E & (G ^ ~I) & (~I & E) & (D | G)	False
(~F <=> I) & ~G & ~C & ~G & ~C & (I & ~D) & (I & ~D) & ~C & (~E ==> C) & (~E ==> C) & (~F <=> I) & (~F <=> I) . What is F ?	(~F <=> I) & ~G & ~C & (I & ~D) & (~E ==> C) . What is F ?	(~F <=> I) & ~G & ~C & (I & ~D) & (~E ==> C)	False
~B & ~B . What is ~F ?	~B . What is ~F ?	~B	Unknown HELP!
~E & (G ==> ~E) & (A ==> H) & (A ==> H) & ~E & (G ==> ~E) & D & D & D . What is D ?	~E & (G ==> ~E) & (A ==> H) & D . What is D ?	~E & (G ==> ~E) & (A ==> H) & D	True
(~J & ~D) & (~E <=> ~J) & (~J & ~D) & (~E <=> ~J) & (~J & ~D) & J & J & (~E <=> ~J) & J . What is B ?	(~J & ~D) & (~E <=> ~J) & J . What is B ?	(~J & ~D) & (~E <=> ~J) & J	Contradictory
~B & (~E ==> G) & (A ^ ~D) & (~H ==> A) & ~B & ~G & ~G . What is B ?	~B & (~E ==> G) & (A ^ ~D) & (~H ==> A) & ~G . What is B ?	~B & (~E ==> G) & (A ^ ~D) & (~H ==> A) & ~G	False
I & (~I <=> B) & (~I <=> B) & (~I <=> B) . What is ~B ?	I & (~I <=> B) . What is ~B ?	I & (~I <=> B)	True
(I & G) & B & ~I & (I & G) & ~I & ~I & (~B ^ ~H) & B & B . What is ~J ?	(I & G) & B & ~I & (~B ^ ~H) . What is ~J ?	(I & G) & B & ~I & (~B ^ ~H)	Contradictory
(~J & ~H) & (~J & ~H) & (~D ==> ~J) & (B | ~D) & G & G & (~J & ~H) & (B | ~D) & (~D ==> ~J) & G & (B | ~D) . What is D ?	(~J & ~H) & (~D ==> ~J) & (B | ~D) & G . What is D ?	(~J & ~H) & (~D ==> ~J) & (B | ~D) & G	Unknown HELP!
(A ^ ~I) & ~C & ~C & (~B ==> A) & (A ^ ~I) & (~I ==> ~H) & (~I ==> ~H) & ~B & (C ==> ~E) & ~B & (C ==> ~E) & (C ==> ~E) . What is A ?	(A ^ ~I) & ~C & (~B ==> A) & (~I ==> ~H) & ~B & (C ==> ~E) . What is A ?	(A ^ ~I) & ~C & (~B ==> A) & (~I ==> ~H) & ~B & (C ==> ~E)	True
~E & (C ^ ~D) & ~E & (~D | ~E) & (~E | ~J) & (~E | ~J) & (~E | ~J) & (~D | ~E) & (~D | ~E) . What is ~J ?	~E & (C ^ ~D) & (~D | ~E) & (~E | ~J) . What is ~J ?	~E & (C ^ ~D) & (~D | ~E) & (~E | ~J)	Unknown HELP!
(~I ^ J) & (~G & ~I) & (~I ^ J) & (~G & ~I) & (~G & ~I) & ~H & (~D ^ ~H) & (~D ^ ~H) & (~D ^ ~H) . What is J ?	(~I ^ J) & (~G & ~I) & ~H & (~D ^ ~H) . What is J ?	(~I ^ J) & (~G & ~I) & ~H & (~D ^ ~H)	False
~B . What is ~B ?	~B . What is ~B ?	~B	True
H & H . What is ~H ?	H . What is ~H ?	H	False
(~G & I) & (~G & I) & (I & C) & G & (I & C) & (I & C) & G & G . What is ~G ?	(~G & I) & (I & C) & G . What is ~G ?	(~G & I) & (I & C) & G	Contradictory
~F & (~J ^ ~D) & (B & ~E) & E & (B & ~E) & (~J ^ ~D) & (~J ^ ~D) & ~F & E & E . What is ~F ?	~F & (~J ^ ~D) & (B & ~E) & E . What is ~F ?	~F & (~J ^ ~D) & (B & ~E) & E	Contradictory
~E & ~E . What is ~E ?	~E . What is ~E ?	~E	True
(C ==> ~I) & (~G & D) & (~I ^ ~G) & (C ==> ~I) & (~I ^ ~G) & (~G & D) & (~G & D) . What is D ?	(C ==> ~I) & (~G & D) & (~I ^ ~G) . What is D ?	(C ==> ~I) & (~G & D) & (~I ^ ~G)	True
(J <=> ~F) & (~F <=> ~E) & (J <=> ~F) & J & J & (J <=> ~F) & J . What is ~J ?	(J <=> ~F) & (~F <=> ~E) & J . What is ~J ?	(J <=> ~F) & (~F <=> ~E) & J	False
~C & ~C & ~C . What is C ?	~C . What is C ?	~C	False
(F & ~G) & A & (F & ~G) & (H ==> ~A) & (C <=> F) & (H ==> ~A) & (H ==> ~A) & (C <=> F) & (~G & E) & A & (~G & E) & (F & ~G) . What is ~F ?	(F & ~G) & A & (H ==> ~A) & (C <=> F) & (~G & E) . What is ~F ?	(F & ~G) & A & (H ==> ~A) & (C <=> F) & (~G & E)	False
(~E ==> ~B) & (~E ==> ~B) & (~B & G) & (~B & G) & (~B & G) . What is G ?	(~E ==> ~B) & (~B & G) . What is G ?	(~E ==> ~B) & (~B & G)	True
(E <=> F) & (F & ~C) & ~I & (~C & D) & G & G & (I ==> ~B) & G & (F & ~C) & (F & ~C) . What is C ?	(E <=> F) & (F & ~C) & ~I & (~C & D) & G & (I ==> ~B) . What is C ?	(E <=> F) & (F & ~C) & ~I & (~C & D) & G & (I ==> ~B)	False
(~A ^ ~I) & (~G <=> D) & D & (~A ^ ~I) & (~A ^ ~I) . What is J ?	(~A ^ ~I) & (~G <=> D) & D . What is J ?	(~A ^ ~I) & (~G <=> D) & D	Unknown HELP!
J & (~E <=> ~G) & ~G & (C <=> ~J) & J & ~G & (~A ==> C) & (C <=> ~J) & (~A ==> C) & (~E <=> ~G) & (~E <=> ~G) . What is ~J ?	J & (~E <=> ~G) & ~G & (C <=> ~J) & (~A ==> C) . What is ~J ?	J & (~E <=> ~G) & ~G & (C <=> ~J) & (~A ==> C)	False
C & (C & ~F) & (C & ~F) . What is F ?	C & (C & ~F) . What is F ?	C & (C & ~F)	False
(C & D) & (C & D) & (~G ==> ~A) & (~G ==> ~A) & (~A <=> C) & (~G ==> ~A) & (~A <=> C) & (~A <=> C) & (C & D) . What is ~C ?	(C & D) & (~G ==> ~A) & (~A <=> C) . What is ~C ?	(C & D) & (~G ==> ~A) & (~A <=> C)	False
(~F | J) & ~B & E & (J ^ D) & (D | ~E) & (D | ~E) & (A | H) & (J ^ D) & (J ^ D) & E . What is ~J ?	(~F | J) & ~B & E & (J ^ D) & (D | ~E) & (A | H) . What is ~J ?	(~F | J) & ~B & E & (J ^ D) & (D | ~E) & (A | H)	True
~F . What is ~F ?	~F . What is ~F ?	~F	True
~D & ~D & ~I & (E & ~G) & (H <=> E) & ~D & (~F ^ ~D) & (~F ^ ~D) & (H <=> E) & ~I & (~F ^ ~D) . What is I ?	~D & ~I & (E & ~G) & (H <=> E) & (~F ^ ~D) . What is I ?	~D & ~I & (E & ~G) & (H <=> E) & (~F ^ ~D)	False
~I & (B ^ H) & (B ^ H) & (B ^ H) & (G | ~C) & (G | ~C) & (~C ==> B) . What is I ?	~I & (B ^ H) & (G | ~C) & (~C ==> B) . What is I ?	~I & (B ^ H) & (G | ~C) & (~C ==> B)	False
(~E ^ ~H) & (~G ==> ~E) & ~H & (~E ^ ~H) & (~H <=> ~C) & (~G ==> ~E) & (~G ==> ~E) & ~H & ~H & (~H <=> ~C) . What is ~H ?	(~E ^ ~H) & (~G ==> ~E) & ~H & (~H <=> ~C) . What is ~H ?	(~E ^ ~H) & (~G ==> ~E) & ~H & (~H <=> ~C)	True
(~I ^ ~E) & E & E & (~I ^ ~E) & (~I ^ ~E) . What is ~E ?	(~I ^ ~E) & E . What is ~E ?	(~I ^ ~E) & E	False
(~A & ~I) . What is ~A ?	(~A & ~I) . What is ~A ?	(~A & ~I)	True
(I ^ A) & (A | F) & (F & D) & I & (F & D) & (A | F) & (A | F) . What is ~I ?	(I ^ A) & (A | F) & (F & D) & I . What is ~I ?	(I ^ A) & (A | F) & (F & D) & I	False
(I <=> ~B) & (I <=> ~B) & C & (I <=> ~B) & (E ^ C) & ~I & ~I & (E ^ C) & (E ^ C) & C . What is B ?	(I <=> ~B) & C & (E ^ C) & ~I . What is B ?	(I <=> ~B) & C & (E ^ C) & ~I	True
A & (C | F) & (C | F) & (E & D) & (E & D) & (E & D) . What is D ?	A & (C | F) & (E & D) . What is D ?	A & (C | F) & (E & D)	True
~F . What is ~J ?	~F . What is ~J ?	~F	Unknown HELP!
D . What is ~D ?	D . What is ~D ?	D	False
G & G & G & (A & B) & (A & B) & (B ==> G) & (B ==> G) & (B ==> G) . What is ~G ?	G & (A & B) & (B ==> G) . What is ~G ?	G & (A & B) & (B ==> G)	False
B & (~F ^ ~C) & (~D <=> ~H) . What is ~C ?	B & (~F ^ ~C) & (~D <=> ~H) . What is ~C ?	B & (~F ^ ~C) & (~D <=> ~H)	Unknown HELP!
 . What is H ?	 . What is H ?		Unknown HELP!
(H ==> C) & (~F & H) & (~F & H) . What is ~C ?	(H ==> C) & (~F & H) . What is ~C ?	(H ==> C) & (~F & H)	False
(B | J) & A & (B | J) & (B | J) & A & A & (J & ~G) & (J & ~G) . What is J ?	(B | J) & A & (J & ~G) . What is J ?	(B | J) & A & (J & ~G)	True
~E & (E ==> F) & (F & G) & (F & G) & ~J & (E ==> F) & (~J ==> ~C) & ~J & (F & G) . What is ~F ?	~E & (E ==> F) & (F & G) & ~J & (~J ==> ~C) . What is ~F ?	~E & (E ==> F) & (F & G) & ~J & (~J ==> ~C)	False
B & B & (~B ^ J) & (~B ^ J) & (~G & ~B) & (~E & ~G) & B & (~E & ~G) & (~G & ~B) . What is D ?	B & (~B ^ J) & (~G & ~B) & (~E & ~G) . What is D ?	B & (~B ^ J) & (~G & ~B) & (~E & ~G)	Contradictory
(~E & ~J) & (~E & ~J) . What is ~J ?	(~E & ~J) . What is ~J ?	(~E & ~J)	True
H & H & H . What is H ?	H . What is H ?	H	True
D & D & D . What is ~D ?	D . What is ~D ?	D	False
(B | ~F) & (~E | ~H) & (~E | ~H) & ~I & (~E | ~H) & (~H | ~I) & ~C & ~C & ~C . What is I ?	(B | ~F) & (~E | ~H) & ~I & (~H | ~I) & ~C . What is I ?	(B | ~F) & (~E | ~H) & ~I & (~H | ~I) & ~C	False
D . What is ~D ?	D . What is ~D ?	D	False
~F & (J <=> D) & (J <=> D) & (~F ^ ~B) & ~A & (J <=> D) & (~F ^ ~B) . What is A ?	~F & (J <=> D) & (~F ^ ~B) & ~A . What is A ?	~F & (J <=> D) & (~F ^ ~B) & ~A	False
~G & ~G & ~G . What is G ?	~G . What is G ?	~G	False
E & (A | ~C) & E & (G <=> ~E) & (G <=> ~E) & C & E . What is ~A ?	E & (A | ~C) & (G <=> ~E) & C . What is ~A ?	E & (A | ~C) & (G <=> ~E) & C	False
~I & ~I & (F ^ ~E) & ~I . What is ~I ?	~I & (F ^ ~E) . What is ~I ?	~I & (F ^ ~E)	True
~A & (~A ^ C) & ~J & ~J & ~J & (~D & ~H) & (~A ^ C) & (~D & ~H) & (~D & ~H) . What is ~C ?	~A & (~A ^ C) & ~J & (~D & ~H) . What is ~C ?	~A & (~A ^ C) & ~J & (~D & ~H)	True
(H ==> ~A) & A & (D <=> H) & (D <=> H) & (D <=> H) & A & A . What is ~D ?	(H ==> ~A) & A & (D <=> H) . What is ~D ?	(H ==> ~A) & A & (D <=> H)	True
(A | ~C) & (A | ~C) & D & D & (~D <=> A) & (~D <=> A) & D . What is C ?	(A | ~C) & D & (~D <=> A) . What is C ?	(A | ~C) & D & (~D <=> A)	False
H & (~E <=> F) & (F & H) & B & B & (B ==> ~I) & B & H & (~E <=> F) & (~E <=> F) & (B ==> ~I) & (F & H) & (B ==> ~I) . What is ~H ?	H & (~E <=> F) & (F & H) & B & (B ==> ~I) . What is ~H ?	H & (~E <=> F) & (F & H) & B & (B ==> ~I)	False
~A & ~A & (~G <=> H) & (~G <=> H) & (H | ~B) & (~G <=> H) & (A & J) & (A & J) & (A & J) . What is ~G ?	~A & (~G <=> H) & (H | ~B) & (A & J) . What is ~G ?	~A & (~G <=> H) & (H | ~B) & (A & J)	Contradictory
~D & (I & ~F) & (~D | ~B) & ~E & (~H <=> I) & ~E & (~F <=> E) & ~E & (~D | ~B) & ~D & (~D | ~B) . What is E ?	~D & (I & ~F) & (~D | ~B) & ~E & (~H <=> I) & (~F <=> E) . What is E ?	~D & (I & ~F) & (~D | ~B) & ~E & (~H <=> I) & (~F <=> E)	Contradictory
A & (~C ^ ~A) & A & (~E | ~C) & (~C ^ ~A) . What is A ?	A & (~C ^ ~A) & (~E | ~C) . What is A ?	A & (~C ^ ~A) & (~E | ~C)	True
~C . What is C ?	~C . What is C ?	~C	False
J & J & (I ==> B) & (I ==> B) & J & (B & J) . What is ~B ?	J & (I ==> B) & (B & J) . What is ~B ?	J & (I ==> B) & (B & J)	False
~D & ~D & ~D . What is ~D ?	~D . What is ~D ?	~D	True
~D . What is D ?	~D . What is D ?	~D	False
~E & ~E . What is ~C ?	~E . What is ~C ?	~E	Unknown HELP!
J & J & J . What is J ?	J . What is J ?	J	True
(~J & ~B) & (~B ==> ~G) & ~G & (~J & ~B) & (~G & I) & ~G & ~G & (~G & I) . What is ~J ?	(~J & ~B) & (~B ==> ~G) & ~G & (~G & I) . What is ~J ?	(~J & ~B) & (~B ==> ~G) & ~G & (~G & I)	True
H & H . What is ~H ?	H . What is ~H ?	H	False
(C ^ ~F) & (~E ^ C) & (C ^ ~F) & (D & ~B) & (C ^ ~F) & B & (~E ^ C) & B & (D & ~B) & (D & ~B) . What is C ?	(C ^ ~F) & (~E ^ C) & (D & ~B) & B . What is C ?	(C ^ ~F) & (~E ^ C) & (D & ~B) & B	Contradictory
(~E & ~A) & ~G & (~E & ~A) & ~G & (~E & ~A) & ~G . What is A ?	(~E & ~A) & ~G . What is A ?	(~E & ~A) & ~G	False
F & F & (H & ~F) & (G ==> ~J) & (G ==> ~J) & (C ^ G) & (C ^ G) & (G ==> ~J) & F . What is I ?	F & (H & ~F) & (G ==> ~J) & (C ^ G) . What is I ?	F & (H & ~F) & (G ==> ~J) & (C ^ G)	Contradictory
(~B ^ ~H) & (~I ^ ~B) & (~H ^ ~A) & (~H ^ ~A) & (~B ^ ~H) & (~B ^ ~H) . What is A ?	(~B ^ ~H) & (~I ^ ~B) & (~H ^ ~A) . What is A ?	(~B ^ ~H) & (~I ^ ~B) & (~H ^ ~A)	Unknown HELP!
E & E . What is E ?	E . What is E ?	E	True
~J & (~J & A) & (~D & ~J) & ~J & ~B & (~B ^ G) & (~B ^ G) & ~B & ~B . What is ~A ?	~J & (~J & A) & (~D & ~J) & ~B & (~B ^ G) . What is ~A ?	~J & (~J & A) & (~D & ~J) & ~B & (~B ^ G)	False
~I & (H | I) & (I <=> ~F) & (I <=> ~F) & ~I & (H | I) & (I <=> ~F) & (H | I) . What is H ?	~I & (H | I) & (I <=> ~F) . What is H ?	~I & (H | I) & (I <=> ~F)	True
~F & (J & ~E) & (~A ^ ~D) & (~E ==> ~G) & (~A ^ ~D) & (~G | ~H) & (~G | ~H) & (J & ~E) & (~E ==> ~G) & (~E ==> ~G) & (J & ~E) . What is G ?	~F & (J & ~E) & (~A ^ ~D) & (~E ==> ~G) & (~G | ~H) . What is G ?	~F & (J & ~E) & (~A ^ ~D) & (~E ==> ~G) & (~G | ~H)	False
G & G & G . What is ~G ?	G . What is ~G ?	G	False
F & F . What is ~F ?	F . What is ~F ?	F	False
F & F . What is F ?	F . What is F ?	F	True
(~A ==> ~E) & (~H <=> C) & H & ~J & (~A ==> ~E) & H & ~J & (~E & B) & (~E & B) & (~E & B) . What is ~B ?	(~A ==> ~E) & (~H <=> C) & H & ~J & (~E & B) . What is ~B ?	(~A ==> ~E) & (~H <=> C) & H & ~J & (~E & B)	False
